2000000065441,1       
2000000069234,1       
2000000070681,2       
2000000070674,2       
2000000069227,3       
2000000069203,1       
2000000070612,1       
2000000070629,2       
2000000070728,1       
2000000070643,1       
2000000070698,1       
2000000070544,1       
2000000070575,1       
2000000070537,1       
2000000069302,2       
2000000069296,2       
2000000070711,1       
2000000070704,1       
2000000070667,1       
2000000069210,2       
2000000069494,2       
2000000069531,2       
2000000069562,1       
2000000069555,1       
2000000069548,2       
2000000069500,2       
2000000069524,2       
2000000069517,2       
2000000069289,2       
2000000070568,1       
