2000000011600,1       
2000000007465,1       
2000000019185,1       
2000000019178,1       
2000000067674,3       
2000000067667,3       
2000000067650,2       
2000000067643,1       
2000000068022,2       
2000000068015,1       
2000000068251,1       
2000000068299,2       
2000000068282,2       
2000000068343,1       
2000000068312,1       
2000000068183,1       
2000000068176,2       
2000000068145,1       
2000000068138,1       
2000000068152,1       
2000000069371,1       
2000000069364,1       
