8056475279870,1       
8056475279818,1       
8056475279757,1       
8056475279696,1       
8056475279634,1       
8056475279931,1       
8056475278682,1       
8056475278613,1       
8056475278545,1       
8056475278408,1       
8056475278590,1       
8056475278668,1       
8056475278736,1       
8056475278804,1       
8056475278453,1       
8056475114164,1       
8056475114263,1       
8056475114317,1       
8056475114362,1       
8056475114416,1       
8056475279924,1       
8056475279627,1       
8056475279863,1       
8056475279740,1       
8056475278750,1       
8056475282580,1       
8056475282641,1       
8056475282702,1       
8056475282528,1       
8056475282467,2       
8056475282405,1       
8056475282443,1       
8056475282504,1       
8056475282566,1       
8056475282627,1       
8056475282689,1       
