2000000034935,1       
2000000035215,1       
2000000037493,1       
2000000035079,1       
2000000052069,1       
2000000052052,1       
2000000051918,1       
2000000051932,1       
2000000051895,2       
2000000051888,2       
2000000051901,1       
2000000034911,1       
2000000034904,2       
2000000034928,1       
2000000034898,1       
2000000035208,1       
2000000035222,1       
2000000051956,1       
2000000051949,1       
2000000052038,1       
2000000052045,1       
2000000052014,1       
2000000051925,1       
2000000034959,2       
2000000034966,1       
2000000034973,1       
2000000034942,1       
2000000051970,1       
2000000051987,1       
