8050758789452,1       
8058779340324,1       
8058779340331,1       
8058779340300,1       
8058779340270,1       
8058779340263,1       
8058779340287,1       
8058779409922,2       
8058779409960,1       
8058779409977,1       
8050758850718,1       
8050758850701,1       
8054398365694,1       
8054398365700,2       
8054398039885,1       
8050758924334,2       
8050758924310,1       
8050758851500,1       
8050758844021,1       
8050758844014,1       
8050758844038,2       
8050758869987,1       
8050758924945,1       
8050758924532,1       
8050758924525,1       
8050758819524,1       
8054398360699,1       
8050758924563,1       
8050758924556,1       
8050758819425,1       
