3614710715382,1       
3614710715405,1       
3614710715375,1       
3614710715399,1       
3614711219063,1       
3614711219070,1       
3614711219094,1       
3611588324951,2       
3611588324975,2       
3611589427798,1       
3611589427828,1       
3611589427811,2       
3614710715207,1       
3611589389706,1       
3611589389690,2       
3611589389683,1       
3611588907956,1       
3611588907970,1       
3611588907932,1       
3611588907963,1       
3611588325095,1       
3611588324968,1       
3611588325088,1       
3611588325064,2       
3611588325071,3       
3611588325057,2       
3611586098045,1       
3611589484319,1       
3611589484302,2       
3611589484296,1       
3611589428122,1       
3611589428108,2       
