2000000042336,1       
2000000042367,1       
2000000042350,1       
2000000012014,1       
2000000042299,1       
2000000011786,1       
2000000011795,1       
2000000011785,1       
2000000011783,1       
2000000011784,1       
2000000038421,1       
2000000038438,1       
2000000041582,1       
2000000039015,1       
2000000038971,1       
2000000039008,1       
2000000039077,1       
2000000038988,1       
2000000041704,1       
2000000042114,1       
2000000042206,1       
2000000042183,1       
2000000042152,1       
2000000011767,1       
2000000042275,1       
2000000041681,1       
