2000000049731,1       
2000000049755,1       
2000000048932,1       
2000000048925,1       
2000000049786,1       
2000000037509,1       
2000000037486,1       
2000000037448,1       
2000000034683,1       
2000000034676,1       
2000000034669,1       
2000000034652,1       
2000000048161,1       
2000000048154,1       
2000000048130,1       
2000000048123,1       
2000000048147,1       
2000000048048,1       
2000000048062,2       
2000000048055,1       
2000000048079,1       
2000000048093,1       
2000000048116,1       
2000000048109,1       
2000000048086,1       
