2000000035765,1       
2000000066448,1       
2000000035802,1       
2000000035826,1       
2000000035741,1       
2000000035772,1       
2000000035758,1       
2000000035734,1       
2000000035833,1       
2000000035819,1       
2000000035727,1       
2000000066592,1       
2000000066639,1       
2000000066417,1       
2000000066608,1       
2000000066462,2       
2000000066479,3       
2000000066486,1       
2000000066431,1       
2000000066455,1       
2000000066370,2       
2000000066394,2       
2000000066400,3       
2000000066356,3       
2000000066363,2       
2000000066585,2       
2000000066424,3       
2000000066622,1       
2000000066653,2       
