2000000034874,1       
2000000034867,1       
2000000034881,2       
2000000046655,1       
2000000046624,1       
2000000046631,2       
2000000046648,2       
2000000046594,1       
2000000046617,1       
2000000045061,1       
2000000044996,1       
2000000034591,1       
2000000034584,1       
2000000034645,2       
2000000034638,2       
2000000034614,1       
2000000034621,2       
2000000045146,1       
2000000045108,1       
2000000045139,1       
2000000045115,1       
2000000045221,1       
2000000045177,1       
2000000045207,1       
2000000045184,1       
2000000034317,1       
2000000034300,1       
2000000034447,1       
2000000034409,1       
2000000034416,1       
2000000034348,1       
2000000034355,1       
2000000034324,1       
2000000034522,1       
2000000034546,2       
2000000034553,2       
2000000034539,3       
